total_time_on_host,total_est_exe_time,num_offload_heads,speed_up_of_accelerated_code,speed_up,fraction_of_accelerated_code,offload_non_accel_time,total_app_time_in_mpi,total_app_time_in_ignored,total_est_time_on_host,total_est_acc_time,total_data_tax,total_launch_tax,frac_Compute_bound_offloads,frac_L3_BW_bound_offloads,frac_GTI_BW_bound_offloads,frac_LLC_BW_bound_offloads,frac_DRAM_BW_bound_offloads,frac_Global_Atomic_bound_offloads,frac_Latencies_bound_offloads,frac_Data_Transfer_bound_offloads,frac_Launch_Tax_bound_offloads,frac_Dependency_bound_offloads,frac_Trip_Count_bound_offloads,frac_Unknown_bound_offloads,frac_Non_offloaded,measured_total_time_on_host,cpu_scale_factor
98.36404226370001,98.35404823551819,1,1674.531892221038,1.0000317124055202,0.003177211127008841,0.0,0.0,0.0,98.35404226370001,4.754545454545455e-07,0.0,5.4963636363636366e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003177211127008841,0.0,0.0,0.0,99.99682278887299,98.36404226370001,1.0
